DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO POBLADO;CATEGORIA;CODIGO DE UBIGEO Y CENTRO POBLADO;LONGITUD;LATITUD;ALTITUD;POBLACION;VIVIENDA;AGUA POR RED PUBLICA;ENERGIA ELECTRICA EN LA VIVIENDA;DESAGUE POR RED PUBLICA;VIA DE MAYOR USO;TRANSPORTE DE MAYOR USO;FRECUENCIA;TIEMPO EN MINUTOS HACIA LA CAPITAL DEL DISTRITO;DISTANCIA DEL CENTRO POBLADO HACIA LA CAPITAL DEL DISTRITO(KM);DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO POBLADO EDUCATIVO;DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO DE SALUD MAS CERCA;ALUMBRADO PUBLICO;TELEFONO PUBLICO;LOCAL COMUNAL;HOSTAL / ALBERGUE;ESTACION DE RADIO;INSTITUCION EDUCATIVA PRIMARIA;INSTITUCION EDUCATIVA SECUNDARIA;ESTABLECIMIENTO/ PUESTO DE SALUD;PUESTO POLICIAL;OFICINA DE CORREO;CABINA DE INTERNET;HELADAS /NEVADAS;GRANIZADAS;LLUVIAS;SEQUIAS;VENDAVALES (VIENTOS FUERTES);INUNDACIONES;DERRUMBES/DESLIZAMIENTOS;HUAYCOS / ALUDES/ALUVIONES;DESERTIFICACIONES;SALINIZACION DE LOS SUELOS;ACTIVIDAD VOLCANICA;SISMOS;TSUNAMI U OLEADAS ANOMALOS;OTROS FENOMENOS NAT.;DERRAME DE SUSTANCIAS O DESECHOS TOXICOS;FUGAS DE GASES TOXICOS;EXPLOSIONES;INCENDIOS Y QUEMAS;CRIANZA DE ANIMALES EN ZONAS URBANAS;INCREMENTO DE ZONAS INDUS. NO AUTORIZADAS;ZONAS AEREOPORTUARIAS;RELLENOS SANITARIOS;SUBVERSIONES Y/O CONFLICTOS SOCIALES;OTROS PELIGROS;UN LECHO DE RIO O QUEBRADA;UN CUARTEL MILITAR O POLICIAL;UNA VIA FERREA;LA EROSION DE RIOS EN LADERAS DE CERROS;BARRANCOS O PRECIPICIOS;OTROS;PISTAS Y VEREDAS EN LA MAYORI DE SUS CALLES Y/O MANZANAS;CANALES DE DRENAJE EN LAS CALLES PARA LA EVACUACION DE LAS AGUA;IDIOMA O LENGUA QUE SE HABLA CON MAYOR FRECUENCIA;UBIGEO;Departamento_1;Provincia_1;Distrito_1;Total_M;Total_F;Total_eess_n;Total_eess_c;Total_eess_r;ambito_descripcion;UBIGEO_1;DOMINIO;ESTRATO;MIEPERHO;INGHOG1D;GASHOG2D;NIVELSOCIAL;POBREZA;Departamento_2;Provincia_2;Distrito_2;anio;etapa;Enf_infecc;Obesidad_Hiperalim;Inf_resperatorias;Enf_Bucales;Enf_Esofago_Estomago;Dorsopatias;Enf_Urinarias;Transtornos_maternos;Enf_digestivas;Sintoma_gen;TOTAL_SINIESTROS
PUNO;LAMPA;NICASIO;NICASIO;;2107040001;-70.26117692;-15.2355229;3868.1;1000;200;si;;no;;;;0;;0.36;0.86;no;no;si;no;no;si;si;si;no;no;no;si;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;si;no;no;no;si;no;castellano;210704;PUNO;LAMPA;NICASIO;94;89;241;8438;576;Minsa;;;;;;;;;PUNO;LAMPA;NICASIO;2023;5;3;2;9;9;3;2;2;0;2;1;0
PUNO;SAN ANTONIO DE PUTINA;SINA;SINA;;2110050001;-69.28017295;-14.49665486;3181.4;700;280;si;si;si;;;;0;;0.02;0.09;si;no;si;si;si;si;si;si;si;si;no;si;si;si;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;;no;no;no;no;no;no;no;no;no;si;si;aymara;211005;PUNO;SAN ANTONIO DE PUTINA;SINA;89;90;148;7341;650;Minsa;;;;;;;;;PUNO;SAN ANTONIO DE PUTINA;SINA;2023;2;0;2;3;4;1;1;0;0;0;3;0
PUNO;YUNGUYO;TINICACHI;TINICACHI;;2113060001;-68.96159366;-16.19864462;3853.4;200;105;si;si;si;;;;0;;0.24;0.39;si;no;si;si;no;si;si;si;si;no;;si;si;si;si;si;no;no;no;no;no sabe;no;no;no;no;no;no;no;no;si;no;no;no;no;no sabe;si;no;no;no;no;no;si;no;aymara;211306;PUNO;YUNGUYO;TINICACHI;87;86;62;3712;314;Minsa;;;;;;;;;PUNO;YUNGUYO;TINICACHI;2023;4;3;2;6;8;3;3;2;0;4;5;0
SAN MARTIN;EL DORADO;AGUA BLANCA;AGUA BLANCA;;2203020001;-76.69513964;-6.725368271;317.7;2000;500;no;si;no sabe;;;;0;;0.02;7.25;si;no;si;no;no;si;si;si;no;no;no;no;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;si;castellano;220302;SAN MARTIN;EL DORADO;AGUA BLANCA;91;95;333;18236;804;Minsa;;;;;;;;;SAN MARTIN;EL DORADO;AGUA BLANCA;2023;5;5;2;6;10;4;3;4;0;3;4;0
SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;SAN ROQUE DE CUMBAZA;;2205080001;-76.43866736;-6.385674558;610.9;1500;200;si;si;si;;;;0;;0.6;0.01;si;no;si;si;no;si;si;si;no;no;no;no;si;si;si;si;no;no;no;no;no;no;no sabe;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;;castellano;220508;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;92;96;123;11773;400;Minsa;;;;;;;;;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;2023;5;4;0;8;1;5;2;3;0;3;3;0
AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;SELVA ALEGRE;;401020001;-71.5210322;-16.37993805;2510;6900;1800;si;si;si;;;;0;;0.44;1.92;si;si;si;si;si;si;si;si;si;si;si;no;no;si;si;si;no;no;si;no;no;no;si;no;no;no;no;no;;;;;;;;;;;;;;;;;40102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;179;180;20418;185551;18818;EsSalud;40102;6;1;3;51555.37078;38951.89224;B;3;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;2023;5;12;4;13;25;9;17;8;1;10;17;0
CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;SAN SILVESTRE DE COCHAN;;611110001;-78.77390366;-6.977597714;2939.7;600;150;si;si;si;;;;0;;0.03;0.07;si;no;no;si;no;si;si;si;no;no;no;si;;si;si;no;no;si;si;si;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;si;no;si;no;castellano;61111;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;96;96;686;16723;3678;Minsa;61111;4;7;3;22681.50116;22321.12836;C;3;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;2023;2;4;2;9;4;2;2;1;0;6;5;0
HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;CAYRAN;;1001070001;-76.28425368;-9.980884067;2247.3;8000;1200;si;si;si;;;;0;;0.03;0.04;si;no;si;si;no;si;si;si;no;no;no;si;si;si;si;no;no;si;si;no;si;no;si;no;no;;no;no;no;si;no;no;si;no;no;si;no;no;no;si;no;no;no;castellano;100107;HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;96;96;2472;42451;4843;Minsa;100107;5;6;3;18365.42774;13854.87867;C;3;HUANUCO;HUANUCO;SAN FRANCISCO DE CAYRAN;2023;5;6;2;9;7;4;2;2;0;8;8;0
HUANUCO;HUAMALIES;CHAVIN DE PARIARCA;CHAVIN DE PARIARCA;pueblo;1005030001;-76.77137076;-9.423054363;3382;2423;1500;si;si;si;;;;0;;0.18;0.19;;;;;;;;;;;;no;no;no;no;no;si;si;si;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;castellano;100503;HUANUCO;HUAMALIES;CHAVIN DE PARIARCA;96;95;513;31031;1931;Minsa;100503;5;8;4;16858.86584;15345.06531;C;3;HUANUCO;HUAMALIES;CHAVIN DE PARIARCA;2023;1;6;2;8;12;1;1;2;0;5;8;0
JUNIN;JAUJA;MONOBAMBA;MONOBAMBA;;1204190001;-75.32668592;-11.36053848;1495.3;600;150;si;si;si;;;;0;;;0.64;si;si;si;si;no;si;si;si;no;no;no;no;no;si;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;si;no;no;si;no;no;no;no;castellano;120419;JUNIN;JAUJA;MONOBAMBA;92;93;287;8885;969;Minsa;120419;7;8;3;16919.01831;15436.49023;C;3;JUNIN;JAUJA;MONOBAMBA;2023;5;3;1;8;11;5;2;1;0;3;6;0
LAMBAYEQUE;LAMBAYEQUE;ILLIMO;ILLIMO;;1403030001;-79.85474481;-6.47401481;60.2;1500;;si;si;si;;;;0;;0.34;0.05;si;no;si;no;no;si;si;si;si;no;no;no;no;no;si;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;castellano;140303;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;96;96;5215;89341;7297;Minsa;140303;1;5;5;35267.93472;32036.31513;C;3;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;2023;2;4;2;8;11;5;3;3;5;7;7;0
LIMA;HUAURA;VEGUETA;VEGUETA;;1508120001;-77.64382403;-11.0232097;40.1;6000;800;si;si;si;;;;0;;7.81;12.64;si;no;si;no;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;si;no;no;no;no;no;;si;si;castellano;150812;LIMA;HUAURA;VEGUETA;96;96;5617;187631;12543;Minsa;150812;2;4;4;36408.82133;30258.76627;C;1;LIMA;HUAURA;VEGUETA;2023;1;10;4;12;14;4;2;3;0;9;13;0
LORETO;MAYNAS;ALTO NANAY;SANTA MARIA DE NANAY;;1601020001;-73.69754417;-3.888470245;114.8;620;182;no;si;no;;;;0;;0.15;;si;no;no;no;no;si;si;si;no;no;no;no;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;si;castellano;160102;LORETO;MAYNAS;ALTO NANAY;94;96;1320;34751;3100;Minsa;160102;7;7;5;10777.3351;11833.21477;C;1;LORETO;MAYNAS;ALTO NANAY;2023;4;6;2;8;12;4;2;2;6;8;9;0
MOQUEGUA;ILO;PACOCHA;PUEBLO NUEVO;;1803030001;-71.34041416;-17.6107289;76.761;5000;1200;si;si;si;;;;0;;0.52;3.1;si;si;si;si;no;si;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;;no;no;no;si;si;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;180303;MOQUEGUA;ILO;PACOCHA;127;124;1078;10827;705;Minsa;180303;3;3;2;136219.6065;56623.9043;A;3;MOQUEGUA;ILO;PACOCHA;2023;3;2;2;7;12;3;3;2;2;0;0;0
PIURA;HUANCABAMBA;HUANCABAMBA;HUANCABAMBA;;2003010001;-79.45034373;-5.238585887;1955.2;4100;1050;si;si;si;;;;0;;0.04;0.27;si;si;no;no;no;si;si;si;no;no;si;no;no;si;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;si;no;si;si;no sabe;si;no;castellano;200301;PIURA;HUANCABAMBA;HUANCABAMBA;133;152;4191;104032;10726;EsSalud;200301;4;7;3;22699.52035;17372.59241;C;3;PIURA;HUANCABAMBA;HUANCABAMBA;2023;2;12;2;8;12;6;4;3;6;6;12;0
PIURA;HUANCABAMBA;CANCHAQUE;CANCHAQUE;;2003020001;-79.60569344;-5.375932847;1152.3;900;450;si;si;si;;;;0;;0.02;0.29;si;no;no;si;no;si;si;no;no;no;no;si;si;si;si;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;si;no;no;no;si;no;si;si;castellano;200302;PIURA;HUANCABAMBA;CANCHAQUE;120;125;1449;45238;2962;EsSalud;200302;1;7;2;20315.35858;16524.57739;C;3;PIURA;HUANCABAMBA;CANCHAQUE;2023;5;7;2;8;7;5;7;6;0;8;12;0
PUNO;CHUCUITO;DESAGUADERO;DESAGUADERO;;2104020001;-69.03937317;-16.56432559;3848.9;3600;2000;si;si;si;;;;0;;;10.06;si;si;si;si;si;si;si;si;si;si;si;si;si;;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;si;si;no;si;no;no;si;no;castellano;210402;PUNO;CHUCUITO;DESAGUADERO;168;168;3817;34985;3390;EsSalud;210402;6;5;3;28272.33447;24168.44092;C;3;PUNO;CHUCUITO;DESAGUADERO;2023;2;2;1;8;11;2;2;1;3;2;5;0
AMAZONAS;BONGARA;SHIPASBAMBA;SHIPASBAMBA;;103100001;-77.98059944;-5.91044632;1668.4;1300;300;si;si;si;;;;0;;0.02;0.99;si;si;si;si;si;si;si;;no;no;no;no;no;si;si;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;si;no;no;no;castellano;10310;AMAZONAS;BONGARA;SHIPASBAMBA;92;92;98;6243;433;Minsa;;;;;;;;;AMAZONAS;BONGARA;SHIPASBAMBA;2023;5;1;2;8;2;6;2;2;0;5;3;0
AMAZONAS;LUYA;SAN CRISTOBAL;OLTO;;105160001;-77.95979;;1784;250;70;si;si;si;;;;0;;0.18;1.48;si;no;si;no;no;si;si;si;si;no;no;no;si;si;si;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;no;si;no;no;no;no;no;no;castellano;10516;AMAZONAS;LUYA;SAN CRISTOBAL;89;90;60;3151;111;Minsa;;;;;;;;;AMAZONAS;LUYA;SAN CRISTOBAL;2023;1;5;0;8;7;1;1;2;0;4;4;0
ANCASH;ANTONIO RAYMONDI;LLAMELLIN;LLAMELLIN;;203010001;-77.01703276;-9.10096687;3399.6;2500;600;si;si;si;;;;0;;0.11;13.09;si;si;si;si;si;si;;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;20301;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;96;95;786;16367;1947;Minsa;;;;;;;;;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;2023;4;2;2;6;8;5;5;2;3;4;6;0
ANCASH;HUARI;RAPAYAN;RAPAYAN;pueblo;210130001;-76.75948333;-9.202496667;3232.8;708;170;si;si;si;;;;0;;0.09;0.47;si;si;si;si;si;si;si;si;no;no;;no;no;si;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;si;si;no;si;si;no;si;si;castellano;21013;ANCASH;HUARI;RAPAYAN;93;95;111;12277;800;Minsa;;;;;;;;;ANCASH;HUARI;RAPAYAN;2023;2;2;2;6;1;3;1;1;2;3;4;0
ANCASH;HUAYLAS;HUAYLAS;HUAYLAS;pueblo;212040001;-77.89272541;-8.872389847;2735.1;1200;580;si;si;si;;;;0;;;0.5;si;no;si;si;si;si;si;si;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;si;no;no;no;no;no;no;no;castellano;21204;ANCASH;HUAYLAS;HUAYLAS;93;91;324;12798;855;Minsa;;;;;;;;;ANCASH;HUAYLAS;HUAYLAS;2023;5;6;2;7;9;2;2;2;0;3;11;0
AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;TAMBILLO;;401180001;-72.12801667;-16.34347667;1281.2;410;98;si;si;si;;;;0;;0.15;46.68;si;no;si;no;no;si;si;si;si;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no sabe;castellano;40118;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;80;83;167;2240;193;Minsa;;;;;;;;;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;2023;3;3;1;5;0;1;1;1;1;2;1;0
AREQUIPA;CAYLLOMA;COPORAQUE;COPORAQUE;;405060001;-71.64598351;-15.62732219;3599.6;300;90;si;si;si;;;;0;;;0.4;si;no;si;si;no;si;no;si;no;no;no;si;no;si;no;si;si;si;no;no;si;si;si;no;;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;quechua;40506;AREQUIPA;CAYLLOMA;COPORAQUE;87;84;147;4296;381;Minsa;;;;;;;;;AREQUIPA;CAYLLOMA;COPORAQUE;2023;2;1;2;5;4;2;0;1;0;1;3;0
CAJAMARCA;CUTERVO;LA RAMADA;LA RAMADA;;606050001;-78.57561619;-6.253259734;2130.7;600;180;si;si;si;;;;0;;;0.38;si;no;si;no;no;si;si;si;no;no;si;no;no;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;si;castellano;60605;CAJAMARCA;CUTERVO;LA RAMADA;96;96;446;40058;4314;Minsa;;;;;;;;;CAJAMARCA;CUTERVO;LA RAMADA;2023;2;4;2;9;7;3;2;2;3;4;4;0
HUANCAVELICA;TAYACAJA;QUISHUAR;QUISHUAR;;907130001;-74.7772148;-12.24371242;3137.4;1600;1100;si;si;si;;;;0;;0.18;0.05;si;si;si;si;no;si;si;si;no;no;no;si;si;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;si;si;no;no;;quechua;90713;HUANCAVELICA;TAYACAJA;QUISHUAR;93;88;83;5032;185;Minsa;;;;;;;;;HUANCAVELICA;TAYACAJA;QUISHUAR;2023;5;3;2;7;10;6;2;3;0;4;6;0
HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;CHAULAN;pueblo;1001080001;-76.4855239;-10.05639229;3587.4;650;216;si;si;si;;;;0;;0.25;0.26;si;si;si;si;no;si;si;si;si;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;;no;no;no;si;no;no;no;no;si;no;si;si;no;si;si;no;si;si;castellano;100108;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;96;96;571;31584;3068;Minsa;;;;;;;;;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;2023;4;12;2;10;10;6;2;4;4;4;8;0
JUNIN;JAUJA;HUAMALI;HUAMALI;;1204080001;-75.42409796;-11.80726462;3366.1;2000;500;si;si;si;;;;0;;0.34;;si;no;si;no;no;si;si;si;si;no;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;;no;si;castellano;120408;JUNIN;JAUJA;HUAMALI;92;89;230;5587;420;Minsa;;;;;;;;;JUNIN;JAUJA;HUAMALI;2023;4;2;2;8;6;2;3;2;3;1;3;0
LA LIBERTAD;SANCHEZ CARRION;SARIN;SARIN;pueblo;1309070001;-77.90602058;-7.911282666;2840.2;460;164;si;si;si;;;;0;;0.07;0.49;si;si;si;si;si;si;si;si;si;no;no;no;no;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;si;no;;si;no;no;si;si;no;no;no;quechua;130907;LA LIBERTAD;SANCHEZ CARRION;SARIN;96;96;1383;43622;2276;Minsa;;;;;;;;;LA LIBERTAD;SANCHEZ CARRION;SARIN;2023;2;6;2;8;8;5;2;2;4;6;7;0
LORETO;PUTUMAYO;YAGUAS;REMANSO;;1608040001;-71.17653074;-2.407917729;94.4;;156;si;si;si;;;;0;;0.06;;si;si;si;si;si;si;si;si;si;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;si;no;no;si;no;si;si;castellano;160804;LORETO;PUTUMAYO;YAGUAS;90;88;305;11205;1512;Minsa;;;;;;;;;LORETO;PUTUMAYO;YAGUAS;2023;5;7;1;8;6;4;2;2;0;4;7;0
ANCASH;SIHUAS;HUAYLLABAMBA;HUAYLLABAMBA;;219060001;-77.56699333;-8.534685;3328.9;500;150;si;si;si;;;;0;;;0.15;no;si;si;si;no;si;si;si;no;no;no;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;no;si;no;no;no;no;no;no;no;castellano;21906;ANCASH;SIHUAS;HUAYLLABAMBA;95;95;99;25498;1866;Minsa;21906;5;6;3;17741.94403;12688.43988;C;3;ANCASH;SIHUAS;HUAYLLABAMBA;2023;1;3;2;9;11;3;0;2;0;6;8;0
CUSCO;PAUCARTAMBO;COLQUEPATA;COLQUEPATA;pueblo;811040001;-71.67354913;-13.36021898;3690;11616;650;si;si;no;;;;0;;0.31;0.62;si;si;si;si;si;si;si;si;si;no;si;si;si;si;si;no;no;no;no;si;no;no;no;no;no;;no;no;si;no;no;no;si;no;no;si;no;no;si;no;no;si;si;quechua;81104;CUSCO;PAUCARTAMBO;COLQUEPATA;96;96;806;27233;6383;Minsa;81104;6;6;4;24233.14153;19363.28816;C;2;CUSCO;PAUCARTAMBO;COLQUEPATA;2023;5;10;2;7;10;3;2;4;0;4;3;0
HUANUCO;YAROWILCA;PAMPAMARCA;PAMPAMARCA;pueblo;1011070001;-76.7026323;-9.705328624;3435.9;221;170;si;si;si;;;;0;;;0.23;si;si;si;no;si;si;si;si;no;no;no;si;si;;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;101107;HUANUCO;YAROWILCA;PAMPAMARCA;93;93;108;9844;474;Minsa;101107;5;8;3;10443.13818;10762.86969;C;3;HUANUCO;YAROWILCA;PAMPAMARCA;2023;2;5;2;5;3;2;1;2;1;3;0;0
CAJAMARCA;CAJAMARCA;COSPAN;COSPAN;pueblo;601040001;-78.54227435;-7.427193813;2470.7;1200;150;;si;si;;;;0;;0.03;0.08;si;si;no;no;no;si;no;si;no;no;no;si;no;si;si;si;no;si;si;no;no;no;no;no;no sabe;no;no;no;no;si;no;no;si;si;no;si;no;no;no;no;no;no;no;quechua;60104;CAJAMARCA;CAJAMARCA;COSPAN;96;96;207;24518;2345;Minsa;60104;4;7;4;27642.02289;19230.88306;C;3;CAJAMARCA;CAJAMARCA;COSPAN;2023;5;5;2;9;7;7;3;4;0;6;7;0
LIMA;HUARAL;IHUARI;IHUARI;;1506060001;-76.95192042;-11.18859511;2849.7;450;200;si;si;si;;;;0;;0.04;0.04;si;no;si;no;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;150606;LIMA;HUARAL;IHUARI;95;92;507;18883;1694;Minsa;150606;5;7;2;15470.04195;17053.86865;C;1;LIMA;HUARAL;IHUARI;2023;4;3;4;10;8;8;4;4;3;7;7;0
UCAYALI;PADRE ABAD;NESHUYA;MONTE ALEGRE DE NESHUYA;;2503040001;-74.96438341;-8.640044256;193.4;4390;1200;si;si;si;;;;0;;0.21;0.01;si;no;si;si;si;si;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;si;si;no;no;si;no;si;si;no;no;si;no;no;si;castellano;250304;UCAYALI;PADRE ABAD;NESHUYA;96;96;6042;74532;4914;Minsa;250304;7;5;3;27697.76825;25027.6874;C;3;UCAYALI;PADRE ABAD;NESHUYA;2023;4;12;2;10;10;9;7;8;6;11;16;0
AREQUIPA;LA UNION;PAMPAMARCA;MUNGUI;;408050001;-72.90675667;-15.18108;2648.7;180;150;si;;si;;;;0;;0.01;0.06;si;no;si;si;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;40805;AREQUIPA;LA UNION;PAMPAMARCA;91;86;212;6830;769;Minsa;;;;;;;;;AREQUIPA;LA UNION;PAMPAMARCA;2023;2;2;1;9;8;3;1;0;1;2;4;0
AYACUCHO;VILCAS HUAMAN;CARHUANCA;CARHUANCA;;511030001;-73.78709702;-13.74247548;2979.8;380;400;si;si;si;;;;0;;0.01;;si;si;si;no;no;si;si;si;no;no;no;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;si;no;si;no;quechua;51103;AYACUCHO;VILCAS HUAMAN;CARHUANCA;86;80;97;7490;368;Minsa;;;;;;;;;AYACUCHO;VILCAS HUAMAN;CARHUANCA;2023;5;4;2;7;3;6;2;2;0;2;5;0
ANCASH;BOLOGNESI;HUASTA;HUASTA;;205090001;-77.14668299;-10.12345793;3381.9;280;150;;si;si;;;;0;;0.15;0.28;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;no;no;no;no;no;si;si;castellano;20509;ANCASH;BOLOGNESI;HUASTA;92;93;92;9489;549;Minsa;20509;5;8;3;13163.6971;14146.83353;C;1;ANCASH;BOLOGNESI;HUASTA;2023;5;4;2;6;8;4;3;2;0;4;5;0
CUSCO;CANCHIS;SICUANI;SICUANI;;806010001;-71.23088989;-14.2381768;3593.3;;;;;;;;;0;;0.92;4.13;;;;;;;;;;;;;si;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;si;no;no;si;no;no;no;no;quechua;80601;CUSCO;CANCHIS;SICUANI;262;263;18832;269854;27768;EsSalud;80601;6;7;3;25613.63192;20519.76184;C;3;CUSCO;CANCHIS;SICUANI;2023;1;13;2;12;28;7;7;5;1;11;18;0
LIMA;LIMA;CHACLACAYO;CHACLACAYO;;1501070001;-76.76886435;-11.97528312;684.68;41000;10001;si;si;si;;;;0;;;0.91;si;si;si;si;si;si;si;si;si;si;si;no;no;si;no;no;no;no;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;si;;no;no;no;si;no sabe;castellano;150107;LIMA;LIMA;CHACLACAYO;96;96;17038;295726;28413;Minsa;150107;8;1;3;63060.41707;43731.85002;A;3;LIMA;LIMA;CHACLACAYO;2023;2;8;2;12;26;8;8;5;5;7;17;0
LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;SANTO DOMINGO DE LOS OLLEROS;;1507310001;-76.51412529;-12.21876535;2860.5;60;;si;si;si;;;;0;;0.04;0.04;si;si;si;no;no;si;si;si;no;no;si;no;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;no;no;no;si;no;no;no;castellano;150731;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;95;96;1682;28490;2366;Minsa;150731;5;8;3;36546.01563;27253.08415;C;3;LIMA;HUAROCHIRI;SANTO DOMINGO DE LOS OLLEROS;2023;4;6;2;11;13;7;5;6;5;8;10;0
AREQUIPA;CAYLLOMA;TAPAY;TAPAY;;405160001;-71.93979471;-15.57760431;2122;150;90;si;si;si;;;;0;;;;si;si;si;si;no;si;no;si;no;no;no;si;no;si;;si;no;si;si;no;si;si;si;no;no;si;si;no;no;si;no;no;no;no;no;si;no;no;si;si;no;no;no;castellano;40516;AREQUIPA;CAYLLOMA;TAPAY;85;85;389;6099;883;Minsa;;;;;;;;;AREQUIPA;CAYLLOMA;TAPAY;2023;2;2;2;7;5;3;1;0;0;2;2;0
AYACUCHO;VICTOR FAJARDO;APONGO;APONGO;pueblo;510030001;-73.93222579;-14.01322171;3077.6;180;150;no;si;si;;;;0;;;12.69;si;si;si;si;no;si;si;si;no;no;no;;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;si;no;no;no;quechua;51003;AYACUCHO;VICTOR FAJARDO;APONGO;82;86;77;2325;146;Minsa;;;;;;;;;AYACUCHO;VICTOR FAJARDO;APONGO;2023;5;5;1;6;1;4;2;3;0;2;6;0
