DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO POBLADO;CATEGORIA;CODIGO DE UBIGEO Y CENTRO POBLADO;LONGITUD;LATITUD;ALTITUD;POBLACION;VIVIENDA;AGUA POR RED PUBLICA;ENERGIA ELECTRICA EN LA VIVIENDA;DESAGUE POR RED PUBLICA;VIA DE MAYOR USO;TRANSPORTE DE MAYOR USO;FRECUENCIA;TIEMPO EN MINUTOS HACIA LA CAPITAL DEL DISTRITO;DISTANCIA DEL CENTRO POBLADO HACIA LA CAPITAL DEL DISTRITO(KM);DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO POBLADO EDUCATIVO;DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO DE SALUD MAS CERCA;ALUMBRADO PUBLICO;TELEFONO PUBLICO;LOCAL COMUNAL;HOSTAL / ALBERGUE;ESTACION DE RADIO;INSTITUCION EDUCATIVA PRIMARIA;INSTITUCION EDUCATIVA SECUNDARIA;ESTABLECIMIENTO/ PUESTO DE SALUD;PUESTO POLICIAL;OFICINA DE CORREO;CABINA DE INTERNET;HELADAS /NEVADAS;GRANIZADAS;LLUVIAS;SEQUIAS;VENDAVALES (VIENTOS FUERTES);INUNDACIONES;DERRUMBES/DESLIZAMIENTOS;HUAYCOS / ALUDES/ALUVIONES;DESERTIFICACIONES;SALINIZACION DE LOS SUELOS;ACTIVIDAD VOLCANICA;SISMOS;TSUNAMI U OLEADAS ANOMALOS;OTROS FENOMENOS NAT.;DERRAME DE SUSTANCIAS O DESECHOS TOXICOS;FUGAS DE GASES TOXICOS;EXPLOSIONES;INCENDIOS Y QUEMAS;CRIANZA DE ANIMALES EN ZONAS URBANAS;INCREMENTO DE ZONAS INDUS. NO AUTORIZADAS;ZONAS AEREOPORTUARIAS;RELLENOS SANITARIOS;SUBVERSIONES Y/O CONFLICTOS SOCIALES;OTROS PELIGROS;UN LECHO DE RIO O QUEBRADA;UN CUARTEL MILITAR O POLICIAL;UNA VIA FERREA;LA EROSION DE RIOS EN LADERAS DE CERROS;BARRANCOS O PRECIPICIOS;OTROS;PISTAS Y VEREDAS EN LA MAYORI DE SUS CALLES Y/O MANZANAS;CANALES DE DRENAJE EN LAS CALLES PARA LA EVACUACION DE LAS AGUA;IDIOMA O LENGUA QUE SE HABLA CON MAYOR FRECUENCIA;UBIGEO;Departamento_1;Provincia_1;Distrito_1;Total_M;Total_F;Total_eess_n;Total_eess_c;Total_eess_r;ambito_descripcion;UBIGEO_1;DOMINIO;ESTRATO;MIEPERHO;INGHOG1D;GASHOG2D;NIVELSOCIAL;POBREZA;Departamento_2;Provincia_2;Distrito_2;anio;etapa;Enf_infecc;Obesidad_Hiperalim;Inf_resperatorias;Enf_Bucales;Enf_Esofago_Estomago;Dorsopatias;Enf_Urinarias;Transtornos_maternos;Enf_digestivas;Sintoma_gen;TOTAL_SINIESTROS
AMAZONAS;LUYA;LUYA VIEJO;LUYA VIEJO;;105100001;-78.02809293;-6.14235328;2924.3;493;90;si;no;;;;;0;;0.07;7.99;si;si;si;si;no;si;si;si;si;si;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;10510;AMAZONAS;LUYA;LUYA VIEJO;86;82;10;3266;248;Minsa;10510;4;6;4;30879.17114;20010.62476;C;1;AMAZONAS;LUYA;LUYA VIEJO;2023;4;4;1;7;4;2;2;2;0;4;3;18
AMAZONAS;LUYA;OCUMAL;COLLONCE;;105130001;-78.21087025;-6.282450913;1898;750;;no;si;si;;;;0;;0.35;6.4;si;si;si;si;si;si;si;si;si;si;si;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;castellano;10513;AMAZONAS;LUYA;OCUMAL;96;96;761;29725;1441;Minsa;10513;4;7;4;22852.66755;20084.00684;C;1;AMAZONAS;LUYA;OCUMAL;2023;2;4;0;8;11;4;2;2;2;4;4;1
ANCASH;ASUNCION;ACOCHACA;ACOCHACA;;204020001;-77.36835416;-9.114810437;2864.4;300;60;si;si;si;;;;0;;0.23;;si;si;si;si;no;si;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;20402;ANCASH;ASUNCION;ACOCHACA;91;96;90;32983;1690;Minsa;20402;5;8;3;45841.04138;26947.10785;C;3;ANCASH;ASUNCION;ACOCHACA;2023;3;2;2;4;8;3;2;2;0;4;7;1
ANCASH;CASMA;CASMA;CASMA;;208010001;-78.30639484;-9.475841739;58.803;22744;5686;si;si;si;;;;0;;0.3;0.58;si;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;si;si;no;si;si;no;no;no;quechua;20801;ANCASH;CASMA;CASMA;168;177;6933;108414;12385;EsSalud;20801;2;7;3;40381.64118;33141.83502;C;3;ANCASH;CASMA;CASMA;2023;5;9;2;12;17;10;17;6;1;9;12;1
ANCASH;CASMA;YAUTAN;YAUTAN;;208040001;-77.99649243;-9.511349744;830.7;7536;650;si;si;si;;;;0;;0.17;0.1;si;si;no;si;si;si;si;si;no;no;si;no;no;si;no;no;si;si;si;no;si;no;si;no;no;no;no;no;no;si;;no;no;no;no;no;no;no;no;no;si;si;no;castellano;20804;ANCASH;CASMA;YAUTAN;96;96;1111;33111;7604;Minsa;20804;2;8;4;20878.26422;21106.58517;C;3;ANCASH;CASMA;YAUTAN;2023;2;4;2;9;15;4;5;3;3;6;5;2
ANCASH;HUAYLAS;MATO;SUCRE;;212050001;-77.84258237;-8.961433461;2209.4;2109;178;si;si;si;;;;0;;0.19;0.73;si;si;si;si;si;si;si;si;si;no;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;si;no;no;si;no;si;no;castellano;21205;ANCASH;HUAYLAS;MATO;96;93;327;21258;1403;Minsa;21205;5;7;4;18489.02069;16962.55408;C;3;ANCASH;HUAYLAS;MATO;2023;1;10;2;8;15;1;0;2;0;6;6;3
ANCASH;HUAYLAS;SANTO TORIBIO;SANTO TORIBIO;pueblo;212090001;-77.91474911;-8.864357941;2926.1;600;120;si;si;si;;;;0;;0.1;0.08;si;no;si;no;si;si;no;si;no;no;no;si;no;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no sabe;no;no;castellano;21209;ANCASH;HUAYLAS;SANTO TORIBIO;93;93;133;10636;962;Minsa;21209;5;7;2;14283.07196;20078.29291;C;3;ANCASH;HUAYLAS;SANTO TORIBIO;2023;4;5;2;8;8;2;2;2;2;3;6;1
ANCASH;OCROS;CONGAS;CONGAS;;214060001;-77.4426802;-10.33755429;3112;380;130;si;si;si;;;;0;;0.34;0.34;si;no;si;si;no;si;no;no;no;no;no;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;si;;castellano;21406;ANCASH;OCROS;CONGAS;87;91;91;4695;291;Minsa;21406;5;7;3;20471.68842;17175.32019;C;3;ANCASH;OCROS;CONGAS;2023;2;2;2;4;6;3;1;0;0;2;4;2
ANCASH;RECUAY;RECUAY;RECUAY;;217010001;-77.45644685;-9.721733499;3428.2;5115;1378;si;si;si;;;;0;;0.15;0.83;si;no;no;no;no;si;no;no;no;no;no;si;no;no;si;no;no;no;no;no;no;no;;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;si;no;castellano;21701;ANCASH;RECUAY;RECUAY;96;96;2141;32940;2643;Minsa;21701;5;5;2;41515.52852;21597.93672;C;3;ANCASH;RECUAY;RECUAY;2023;5;6;2;10;13;8;11;4;0;4;11;2
APURIMAC;ABANCAY;ABANCAY;ABANCAY;;301010001;;-9.020687485;3389.4;1000;200;si;si;si;;;;0;;0.16;9.53;si;si;si;si;si;si;si;si;si;no;no;no;no;si;no;no;no;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;si;no;si;si;no;no;no;quechua;30101;APURIMAC;ABANCAY;ABANCAY;207;204;29074;357099;47235;EsSalud;30101;6;3;3;53675.42874;35115.59576;B;3;APURIMAC;ABANCAY;ABANCAY;2023;4;13;2;12;30;19;22;13;6;15;22;1
APURIMAC;AYMARAES;CHALHUANCA;CHALHUANCA;;304010001;-73.24464053;-14.29439996;2928.9;5700;1300;si;si;si;;;;0;;;;si;si;si;si;si;si;si;si;si;si;si;si;si;;si;si;si;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;si;no;no;no;no;no;si;no;si;no;castellano;30401;APURIMAC;AYMARAES;CHALHUANCA;146;158;5746;36620;2058;EsSalud;30401;6;5;2;32151.03248;16914.83026;C;3;APURIMAC;AYMARAES;CHALHUANCA;2023;1;9;2;11;19;4;2;3;0;8;10;1
APURIMAC;AYMARAES;TAPAIRIHUA;TAPAIRIHUA;;304140001;-73.14040816;-14.14141059;2839;350;190;no;si;si;;;;0;;;7.79;;no;si;no;si;si;si;si;no;no;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;quechua;30414;APURIMAC;AYMARAES;TAPAIRIHUA;93;92;590;13730;1151;Minsa;30414;6;7;3;12586.8606;11432.87581;C;2;APURIMAC;AYMARAES;TAPAIRIHUA;2023;5;4;2;8;11;7;4;3;0;5;8;3
APURIMAC;COTABAMBAS;TAMBOBAMBA;TAMBOBAMBA;NEP;305010001;-72.17477794;-13.94602271;3266.7;4200;880;si;si;si;;;;;;;7.85;si;si;si;si;si;si;si;si;no;no;no;si;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;quechua;30501;APURIMAC;COTABAMBAS;TAMBOBAMBA;139;143;3181;79603;6326;EsSalud;30501;6;7;3;24904.32463;14123.85046;C;1;APURIMAC;COTABAMBAS;TAMBOBAMBA;2023;4;11;2;12;19;9;6;6;4;8;9;4
APURIMAC;CHINCHEROS;HUACCANA;HUACCANA;;306040001;-73.68922833;-13.38800333;;500;110;si;si;si;;;;0;;0.17;3.17;si;si;si;si;si;si;si;si;si;no;no;si;si;si;no;si;si;si;si;no;si;no;si;no;no;no;no;no;si;si;no;no;no;no;no;si;si;no;no;si;no;si;si;quechua;30604;APURIMAC;CHINCHEROS;HUACCANA;96;96;2381;106978;7397;Minsa;30604;6;5;3;22162.98221;17044.89614;C;3;APURIMAC;CHINCHEROS;HUACCANA;2023;4;12;2;11;16;9;5;5;4;7;12;2
AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;URASQUI;;402030001;-73.17435164;-16.03137477;361.7;400;125;si;si;si;;;;0;;;0.61;si;si;si;no;no;si;no;si;no;no;si;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;40203;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;96;96;3624;20744;2961;Minsa;40203;3;7;4;35646.97583;31522.31421;C;3;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;2023;4;4;2;12;9;6;4;4;5;6;9;3
AREQUIPA;CARAVELI;ACARI;ACARI;;403020001;-74.61645968;-15.43557814;171;5000;1160;si;;si;;;;0;;0.22;0.18;si;si;si;si;no;si;si;si;si;si;si;no;no;no;si;no;no;no;no;no;no;no;si;no;no;si;no;no;no;si;si;no;no;no;no;si;no;no;si;no;no;si;no;castellano;40302;AREQUIPA;CARAVELI;ACARI;143;152;1364;22384;2472;EsSalud;40302;3;8;2;29606.16406;22211.84412;C;3;AREQUIPA;CARAVELI;ACARI;2023;5;10;2;12;14;5;7;3;0;6;8;1
AREQUIPA;CASTILLA;HUANCARQUI;HUANCARQUI;;404070001;-72.47220674;-16.09611451;620.3;2000;700;si;si;si;;;;0;;;0.27;si;si;si;si;no;si;si;si;si;no;si;si;si;si;si;si;si;si;no;si;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;si;si;;si;si;no;no;no;castellano;40407;AREQUIPA;CASTILLA;HUANCARQUI;88;91;292;6653;756;Minsa;40407;3;6;2;57818.79761;30462.80286;B;3;AREQUIPA;CASTILLA;HUANCARQUI;2023;3;4;2;9;9;3;3;1;1;3;4;8
AREQUIPA;CASTILLA;ORCOPAMPA;ORCOPAMPA;;404090001;-72.34193708;-15.26248218;3818;12000;2800;si;si;si;;;;0;;0.01;4.43;si;si;si;si;si;si;si;si;si;si;si;si;si;si;no;si;no;no;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;no;;si;no;si;si;no;si;no;castellano;40409;AREQUIPA;CASTILLA;ORCOPAMPA;96;96;928;25646;1846;Minsa;40409;6;5;3;42822.70605;23506.20568;C;3;AREQUIPA;CASTILLA;ORCOPAMPA;2023;1;6;2;10;13;3;2;2;0;5;8;8
AREQUIPA;CAYLLOMA;TISCO;TISCO;;405170001;-71.44630469;-15.34701436;4195;600;138;si;si;si;;;;0;;0.23;35.17;si;no;si;si;no;si;si;si;no;no;no;si;si;;si;si;no;si;si;no;no;si;si;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;si;si;no;si;no;quechua;40517;AREQUIPA;CAYLLOMA;TISCO;86;90;356;6422;661;Minsa;40517;6;6;4;23487.18365;11383.36304;C;3;AREQUIPA;CAYLLOMA;TISCO;2023;3;4;2;7;9;3;3;1;2;3;5;3
AYACUCHO;CANGALLO;LOS MOROCHUCOS;PAMPA - CANGALLO;;502030001;-74.19510308;-13.55762868;3345.6;2000;400;si;si;si;;;;0;;0.13;3.93;si;si;si;si;si;si;si;si;no;no;si;si;si;si;si;si;no;no;no;no;no;no;si;no;no;no;no;no;si;si;;no;no;no;no;si;si;no;no;no;no;si;si;quechua;50203;AYACUCHO;CANGALLO;LOS MOROCHUCOS;96;96;3608;107612;6269;Minsa;50203;5;7;3;14330.92432;11560.23349;C;1;AYACUCHO;CANGALLO;LOS MOROCHUCOS;2023;2;11;2;8;13;4;2;2;3;4;7;6
AYACUCHO;LA MAR;SAN MIGUEL;SAN MIGUEL;NEP;505010001;-73.98123687;-13.01278343;2696.4;1400;1200;si;si;si;;;;0;;0.08;0.06;si;si;si;si;si;si;si;si;si;si;;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;quechua;50501;AYACUCHO;LA MAR;SAN MIGUEL;161;153;1912;50578;5185;EsSalud;50501;5;7;3;18532.34452;18869.8322;C;3;AYACUCHO;LA MAR;SAN MIGUEL;2023;4;13;2;11;15;10;9;9;6;6;8;2
AYACUCHO;LUCANAS;SAN CRISTOBAL;SAN CRISTOBAL;;506150001;;-14.940325;3070.4;350;130;si;si;si;;;;0;;0.07;0.23;si;si;si;si;no;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;no;si;no;no;si;castellano;50615;AYACUCHO;LUCANAS;SAN CRISTOBAL;91;92;395;17859;1390;Minsa;50615;5;8;4;9482.185547;14174.06055;C;2;AYACUCHO;LUCANAS;SAN CRISTOBAL;2023;1;8;3;10;9;2;1;1;0;5;6;1
AYACUCHO;VICTOR FAJARDO;VILCANCHOS;VILCANCHOS;;510120001;-74.53243102;-13.61138568;3011;2100;500;si;si;si;;;;0;;3.82;18.76;si;si;;no;no;si;si;si;no;no;no;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;quechua;51012;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;94;93;478;16891;1370;Minsa;51012;5;7;3;10891.91443;13027.35902;C;2;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;2023;3;4;1;8;10;3;2;2;1;4;5;3
AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;VILCAS HUAMAN;;511010001;-73.95398;-13.65261546;3493.9;8000;1200;si;si;si;;;;0;;0.08;0.06;si;;si;si;no;si;si;si;si;no;si;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;no;quechua;51101;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;134;130;1287;44749;5390;EsSalud;51101;5;5;3;23875.94717;19139.12363;C;3;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;2023;3;9;2;8;10;6;3;3;5;7;8;1
CAJAMARCA;CHOTA;LLAMA;LLAMA;;604110001;-79.12033158;-6.514464689;2111.8;1500;450;si;si;si;;;;0;;0.1;0.31;si;no;no;no;no;si;si;si;no;no;no;no;no;no;si;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;si;si;castellano;60411;CAJAMARCA;CHOTA;LLAMA;96;96;715;51782;6253;Minsa;60411;4;7;3;15718.16682;12273.97427;C;3;CAJAMARCA;CHOTA;LLAMA;2023;4;7;2;10;15;4;5;3;4;5;5;7
CAJAMARCA;CONTUMAZA;GUZMANGO;GUZMANGO;;605040001;-78.89611721;-7.383941093;2567.8;300;70;no;no;no;;;;0;;0.09;0.14;si;no;no;si;si;si;si;;si;no;no;no;no;si;si;si;no;si;si;si;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;no;no;si;si;no;si;si;castellano;60504;CAJAMARCA;CONTUMAZA;GUZMANGO;96;96;536;8954;1018;Minsa;60504;4;7;3;14661.03302;11363.82916;C;3;CAJAMARCA;CONTUMAZA;GUZMANGO;2023;5;3;2;8;4;4;3;2;0;4;6;22
CAJAMARCA;CUTERVO;CUJILLO;CUJILLO;;606040001;-78.57392046;-6.107053441;1598.4;380;122;no;si;si;;;;0;;0.03;;si;si;si;no;no;si;si;si;si;no;no;no;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;no;no;no;no;no;castellano;60604;CAJAMARCA;CUTERVO;CUJILLO;96;94;117;24474;2146;Minsa;60604;7;7;3;16406.96468;15956.61051;C;3;CAJAMARCA;CUTERVO;CUJILLO;2023;5;6;2;8;3;5;2;4;0;6;7;3
CAJAMARCA;CUTERVO;SOCOTA;SOCOTA;;606140001;-78.69940702;-6.315357537;1847.4;652;;si;si;si;;;;0;;0.07;0.24;si;si;si;si;si;si;si;si;si;no;si;no;si;si;si;no;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;si;no;no;no;no;castellano;60614;CAJAMARCA;CUTERVO;SOCOTA;96;96;2424;47056;5675;Minsa;60614;7;7;3;17080.20731;14265.31689;C;2;CAJAMARCA;CUTERVO;SOCOTA;2023;4;8;2;12;11;6;7;5;5;6;7;3
CAJAMARCA;SAN MARCOS;GREGORIO PITA;PAUCAMARCA;pueblo;610040001;-78.16004535;-7.273492764;2722.4;250;80;si;si;si;;;;0;;0.39;6.93;si;no;no;si;no;si;si;si;no;no;no;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;;si;si;si;si;no;si;si;no;si;no;no;si;si;no;si;si;castellano;61004;CAJAMARCA;SAN MARCOS;GREGORIO PITA;94;96;329;24261;3953;Minsa;61004;4;6;3;13134.99323;11012.72803;C;3;CAJAMARCA;SAN MARCOS;GREGORIO PITA;2023;2;5;2;8;7;4;2;2;2;5;4;5
CAJAMARCA;SAN MARCOS;JOSE SABOGAL;VENECIA;pueblo;610070001;-78.03663571;-7.25120227;3331.4;850;350;si;si;si;;;;0;;0.38;0.09;si;si;si;si;si;si;si;si;si;no;si;si;no;si;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;si;no;no;si;no;no;no;si;no;no;no;castellano;61007;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;96;96;1418;77237;5506;Minsa;61007;4;7;4;13699.69903;12420.93063;C;1;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;2023;4;5;2;11;15;7;2;5;4;8;9;20
CAJAMARCA;SAN MIGUEL;LLAPA;LLAPA;;611070001;-78.80741119;-6.980839093;2951.9;2000;600;si;si;si;;;;0;;0.18;0.2;si;si;no;si;si;si;si;si;si;no;si;si;no;si;si;no;;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;no;castellano;61107;CAJAMARCA;SAN MIGUEL;LLAPA;95;96;381;23661;4477;Minsa;61107;4;7;2;12212.09487;11974.22335;C;3;CAJAMARCA;SAN MIGUEL;LLAPA;2023;4;5;2;8;10;3;4;3;2;4;7;6
CAJAMARCA;SAN PABLO;SAN PABLO;SAN PABLO;;612010001;-78.82335251;-7.118723349;2390.8;4850;1200;si;si;si;;;;0;;;0.2;si;si;no;si;si;si;si;si;si;;no;si;no;si;no;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;si;castellano;61201;CAJAMARCA;SAN PABLO;SAN PABLO;129;137;1937;72075;9686;EsSalud;61201;4;7;2;18401.21766;14636.13844;C;3;CAJAMARCA;SAN PABLO;SAN PABLO;2023;5;7;2;10;13;6;5;2;1;7;12;18
CAJAMARCA;SANTA CRUZ;LA ESPERANZA;LA ESPERANZA;;613050001;-78.89582975;-6.592619754;1727.3;240;80;no;si;no;;;;0;;0.08;0.08;no;;no;no;no;si;si;si;si;no;no;no;no;si;si;si;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;si;no;si;no;castellano;61305;CAJAMARCA;SANTA CRUZ;LA ESPERANZA;93;89;122;11278;881;Minsa;61305;1;7;3;13529.40611;10567.42027;C;1;CAJAMARCA;SANTA CRUZ;LA ESPERANZA;2023;2;2;1;7;11;0;1;2;0;3;3;12
CALLAO;CALLAO;LA PERLA;LA PERLA;;701040001;-77.10800087;-12.06576462;37;;;;;si;;;;0;;;;si;si;si;si;si;si;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;si;si;si;no;no;no;si;no;castellano;70104;CALLAO;CALLAO;LA PERLA;180;180;12930;101047;17167;EsSalud;70104;8;1;3;68740.47845;44929.19055;A;2;CALLAO;CALLAO;LA PERLA;2023;1;3;2;9;20;4;2;2;0;4;8;2
CUSCO;ANTA;MOLLEPATA;MOLLEPATA;;803070001;-72.52776754;-13.50905255;2863.6;1100;410;si;si;si;;;;0;;0.01;0.21;si;si;si;si;si;si;si;si;si;si;si;no;no;si;si;si;no;no;no;no;no;no;si;no;no;no;no;no;si;no;;no;no;no;no;si;si;no;no;no;no;si;no;castellano;80307;CUSCO;ANTA;MOLLEPATA;96;95;402;16890;1457;Minsa;80307;6;8;3;8998.904236;10074.91528;C;2;CUSCO;ANTA;MOLLEPATA;2023;4;5;2;11;9;8;3;2;3;4;3;8
CUSCO;CANAS;LAYO;LAYO;;805050001;-71.15544112;-14.49414232;3996.8;7000;550;si;si;si;;;;0;;0.31;5.54;si;no;si;si;no;si;si;si;si;no;si;si;si;si;si;;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;castellano;80505;CUSCO;CANAS;LAYO;96;96;684;14820;5465;Minsa;80505;6;7;4;17313.76022;17169.71194;C;3;CUSCO;CANAS;LAYO;2023;2;3;2;6;9;5;2;1;2;2;1;3
CUSCO;ESPINAR;PICHIGUA;PICHIGUA;;808060001;-71.40637185;-14.67812166;3902.2;180;90;;si;si;;;;0;;0.26;0.47;si;si;si;si;si;si;si;si;no;no;si;si;si;si;si;si;si;no;no;si;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;no;no;no;no;no;si;no;castellano;80806;CUSCO;ESPINAR;PICHIGUA;95;96;477;14539;2205;Minsa;80806;6;8;2;11630.07196;14091.83545;C;3;CUSCO;ESPINAR;PICHIGUA;2023;4;4;2;8;8;2;2;2;2;3;5;2
CUSCO;LA CONVENCION;ECHARATE;ECHARATE;;809020001;-72.57601906;;1086;;;;;;;;;0;;2.58;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80902;CUSCO;LA CONVENCION;ECHARATE;96;96;8201;164301;15823;Minsa;80902;7;8;3;35187.43539;27128.60027;C;3;CUSCO;LA CONVENCION;ECHARATE;2023;2;15;2;9;15;7;4;5;4;9;11;4
CUSCO;LA CONVENCION;VILLA KINTIARINA;VILLA KINTIARINA;;809130001;-73.52841449;-12.91880946;703.7;184;140;no;si;no;;;;0;;1.88;6.9;si;si;si;si;no;si;si;si;no;no;si;no;no;si;si;no;no;no;no;no;si;no;no;no;no sabe;no;no;no;no;no;no;no;no;no;no;si;no;no;si;;no;si;no;quechua;80913;CUSCO;LA CONVENCION;VILLA KINTIARINA;96;96;606;23635;1538;Minsa;80913;7;7;5;18928.5022;15618.52655;C;1;CUSCO;LA CONVENCION;VILLA KINTIARINA;2023;4;10;2;6;11;5;3;2;3;4;9;5
CUSCO;PAUCARTAMBO;PAUCARTAMBO;PAUCARTAMBO;pueblo;811010001;-71.59662419;-13.31782358;2917;3500;1200;si;si;si;;;;0;;0.02;0.02;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;;si;no;no;no;si;no;si;no;no;si;no;no;no;no;castellano;81101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;140;140;2166;70107;5260;EsSalud;81101;6;8;4;25805.9307;23786.19693;C;1;CUSCO;PAUCARTAMBO;PAUCARTAMBO;2023;2;10;1;9;9;4;2;2;3;3;4;1
CUSCO;QUISPICANCHI;MARCAPATA;MARCAPATA;pueblo;812090001;-70.97497628;-13.59178239;3111.2;200;45;si;si;si;;;;0;;0.01;0.01;si;si;no;si;si;si;si;si;si;no;si;si;si;si;;si;si;si;no;no;si;no;si;no;no;no;no;no;si;si;no;no;no;si;no;si;no;no;si;no;no;no;no;castellano;81209;CUSCO;QUISPICANCHI;MARCAPATA;96;96;511;13801;2299;Minsa;81209;6;7;3;13605.64807;18117.04767;C;3;CUSCO;QUISPICANCHI;MARCAPATA;2023;2;5;1;9;7;4;3;1;2;3;4;10
HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;HUAYLLAHUARA;;901070001;-75.17843167;-12.40925377;3900.6;500;200;si;si;si;;;;0;;0.12;0.49;si;no;no;no;no;si;no;no;no;no;no;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;no;no;no;no;no;si;si;castellano;90107;HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;76;82;34;3652;177;Minsa;90107;5;8;2;15825.97449;12960.25024;C;2;HUANCAVELICA;HUANCAVELICA;HUAYLLAHUARA;2023;1;3;0;5;2;0;1;0;0;1;2;2
HUANCAVELICA;ANGARAES;LIRCAY;LIRCAY;;903010001;-74.71831833;-12.98280167;3344.5;4500;3000;si;si;si;;;;0;;0.08;;no;no;si;no;no;si;no;no;no;no;no;si;si;si;si;si;si;no;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;si;;no;no;quechua;90301;HUANCAVELICA;ANGARAES;LIRCAY;170;177;9742;142934;12605;EsSalud;90301;5;5;3;34776.05962;25564.16359;C;3;HUANCAVELICA;ANGARAES;LIRCAY;2023;4;13;2;12;18;12;15;9;4;12;10;1
